st_model,embedding,classifier,doc
mdl_distilrobertav1,ds_rand,cl_rf,how to view the options for delivry
mdl_distilrobertav1,ds_rand,cl_rf,"i wanna submit a ocmplaint for a service, what should i do?"
mdl_distilrobertav1,ds_rand,cl_rf,"I want to change my purtchase, tell me how I can do it"
mdl_distilrobertav1,ds_rand,cl_rf,"please, can u ask an agent where i could heck my bill?"
mdl_distilrobertav1,ds_rand,cl_rf,could u ask an agent for information about the fucking delivery period?
mdl_distilrobertav1,ds_rand,cl_rf,"I want to lodge a rview, can you help me?"
mdl_distilrobertav1,ds_rand,cl_rf,how do I cancle a purchase?
mdl_distilrobertav1,ds_rand,cl_rf,how to change to another rpofile
mdl_distilrobertav1,ds_zeros,cl_rf,ask an agent how to check the status of my reimbrsement
mdl_distilrobertav1,ds_zeros,cl_rf,I had an isue when trying to open an account
mdl_distilrobertav1,ds_zeros,cl_rf,"I want a refumd, can I request one?"
mdl_distilrobertav1,ds_zeros,cl_rf,ocntact a persn
mdl_distilrobertav1,ds_zeros,cl_rf,"I want to file a fucking coment for a service, could you help me?"
mdl_distilrobertav1,ds_zeros,cl_rf,"can you ask an agent to check their fucking payment options, please?"
mdl_distilrobertav1,ds_zeros,cl_rf,I found iwsues while creating an account
mdl_distilrobertav1,ds_zeros,cl_rf,I found issus registering
mdl_distilrobertav1,ds_zeros,cl_rf,I want to know how long refunds take
mdl_distilrobertav1,ds_zeros,cl_rf,can I change my profile?
mdl_distilrobertav1,ds_zeros,cl_rf,ask an agent how I can make an fucking complant
mdl_distilrobertav1,ds_zeros,cl_rf,I need help checking your apyment options
mdl_distilrobertav1,ds_zeros,cl_rf,check your payment methods
mdl_distilrobertav1,ds_zeros,cl_rf,how to change to another rpofile
mdl_distilrobertav1,ds_zeros,cl_rf,where can I modify my shippinmg address?
mdl_distilrobertav1,ds_zeros,cl_rf,i want to know how to nodify my order
mdl_distilrobertav1,ds_zeros,cl_rf,I'm having an issaue opening an account
mdl_distilrobertav1,ds_zeros,cl_rf,"can u ask an agent if i could switch to aqnother account, please?"
mdl_distilrobertav1,ds_zeros,cl_rf,"I want to change my purtchase, tell me how I can do it"
mdl_distilrobertav1,ds_zeros,cl_rf,ask an agent to provide information about my invoice
mdl_distilrobertav1,ds_zeros,cl_rf,"could u check my ibll, please?"
mdl_micse,ds_st,cl_rf,"please, could u ask an agent how I can see an invoice?"
mdl_micse,ds_st,cl_rf,"I would like to see my bill, could you help me?"
mdl_micse,ds_st,cl_rf,how could I update my fucking profile?
mdl_micse,ds_st,cl_rf,I'm having an issue creating a profile
mdl_micse,ds_st,cl_rf,I need information about seeing abill
mdl_micse,ds_st,cl_rf,"please, can u ask an aget where i can dselete my account?"
mdl_micse,ds_st,cl_rf,show me the delivery period
mdl_micse,ds_st,cl_rf,I foundproblems when triyng to register
mdl_micse,ds_st,cl_rf,assk an agent about their payment optiond
mdl_micse,ds_st,cl_rf,where to make a purchase
mdl_micse,ds_st,cl_rf,"I purchased soemthing, can i chbange my purchase?"
mdl_micse,ds_st,cl_rf,how to make a purchase
mdl_micse,ds_st,cl_rf,where do I see the delivery optinos?
mdl_micse,ds_st,cl_rf,can u show me information about your paymnet options?
mdl_micse,ds_st,cl_rf,"lease, ask an agent how ican check my invoices"
mdl_micse,ds_st,cl_rf,"i wanna lodge an poinion, what can i do?"
mdl_micse,ds_st,cl_rf,ask an agent how I can make an fucking complant
mdl_micse,ds_st,cl_rf,"my account was haked, what do I have to do to recover it?"
mdl_micse,ds_st,cl_rf,"i wanna submit a ocmplaint for a service, what should i do?"
mdl_micse,ds_st,cl_rf,I want toocontact someone
mdl_micse,ds_st,cl_rf,ask an agent how to check the status of my reimbrsement
mdl_micse,ds_st,cl_rf,"please, can you ask an agent how to xwitch to another fucking user accoun?"
mdl_micse,ds_st,cl_rf,"I lost my account passwlrd, I need help  retrieving it"
mdl_micse,ds_st,cl_rf,id like to see my bill
mdl_micse,ds_st,cl_rf,"I need a erfund, whhat do I have to do?"
mdl_micse,ds_st,cl_rf,"can u ask an agent how i could set up my fucking shipping address, please?"
mdl_micse,ds_st,cl_rf,"I'd like to make an order, what should I do?"
mdl_micse,ds_st,cl_rf,I need help making an ofder
mdl_micse,ds_st,cl_rf,ask an agernt where i could write areview
mdl_micse,ds_st,cl_rf,tell mne where to rfeceive the newsletter
mdl_micse,ds_st,cl_rf,"I want to trfack my order, can you tell me how to do it?"
mdl_micse,ds_st,cl_rf,where could i make a purchase?
mdl_micse,ds_st,cl_rf,how do I modify the information on myprofile?
mdl_micse,ds_st,cl_rf,"can u find information about the xancrllation fee, please?"
mdl_micse,ds_st,cl_rf,tell me if I could make a payment withVisa
mdl_micse,ds_st,cl_rf,can you show me the delivery period?
mdl_micse,ds_st,cl_rf,"please, ask an agent how i can cancel an order"
mdl_micse,ds_st,cl_rf,can u ask an agent how to remove my accounnt ?
mdl_micse,ds_st,cl_rf,can u ask an agent if i can place an order?
mdl_micse,ds_st,cl_rf,tell me if  I can ppay with Amex
mdl_micse,ds_st,cl_rf,I can't rdmember my apssword
mdl_micse,ds_st,cl_rf,can you give me information about my fucking invoice?
mdl_micse,ds_st,cl_rf,"I want to cancel an order, can you help me?"
mdl_micse,ds_st,cl_rf,"please, can you ask an agent how to make an order?"
mdl_micse,ds_st,cl_rf,"i needc niformation about my invoice, please"
mdl_micse,ds_st,cl_rf,"I need information, how do I contact Custgomer Servic?"
mdl_micse,ds_st,cl_rf,how to change to another rpofile
mdl_micse,ds_st,cl_rf,how can i view your fucking payment methods?
mdl_micse,ds_st,cl_rf,I'mhaving problems creating a profile
mdl_micse,ds_st,cl_rf,can I make a purchase?
mdl_micse,ds_st,cl_rf,"I want to make a purchase, what should I do?"
mdl_micse,ds_st,cl_rf,I wat to register
mdl_micse,ds_st,cl_rf,can you show me my ibll ?
mdl_micse,ds_st,cl_rf,where to see my bgill
mdl_micse,ds_st,cl_rf,I want to know where I can receive the newsletyter
mdl_micse,ds_st,cl_rf,"I want to file a fucking coment for a service, could you help me?"
mdl_micse,ds_st,cl_rf,help me make changes to my shipping adress
mdl_micse,ds_st,cl_rf,I need help checking your apyment options
mdl_micse,ds_st,cl_rf,"I'd like to view the status of my  reimbursement, can you help me ?"
mdl_micse,ds_st,cl_rf,how toclose myprofile
mdl_micse,ds_st,cl_rf,can u ask an agent if i can pay with Visa?
mdl_micse,ds_st,cl_rf,"i want to track my fucking reimbursement, can u help me, please?"
mdl_micse,ds_st,cl_rf,"could you ask an agent about my fucking bill, please?"
mdl_micse,ds_st,cl_rf,can you tell me if there issomeone available?
mdl_micse,ds_st,cl_rf,where canI seemy bill?
mdl_micse,ds_st,cl_rf,"I wolud like to see my bill, hat can I do?"
mdl_micse,ds_st,cl_rf,can u asi an agent if i can edit the information on my profile?
mdl_micse,ds_st,cl_rf,I want to know how to chasnge my prchase
mdl_micse,ds_st,cl_rf,can u ask an agent where I can see an invoice?
mdl_micse,ds_st,cl_rf,I want to make changes to my shipping adress
mdl_micse,ds_st,cl_rf,I' trying to open an account but I can't
mdl_micse,ds_st,cl_rf,"I want to cancel a purchase, can you help me?"
mdl_micse,ds_st,cl_rf,"I want tp make a purchase, can you help me?"
mdl_micse,ds_st,cl_rf,ask an agent hos i can edit my profile
mdl_micse,ds_st,cl_rf,"I want to edit my profile, how can I do iy ?"
mdl_micse,ds_st,cl_rf,"please, can u ask an agent where to view the status of my eefund?"
mdl_micse,ds_st,cl_rf,"I don't want my online  account, how can I csncel it?"
mdl_micse,ds_st,cl_rf,how do I change my profilr?
mdl_micse,ds_tfidf,cl_rf,I can't find my bklls and I want to check them
mdl_micse,ds_tfidf,cl_rf,tell me if their is someone available
mdl_micse,ds_tfidf,cl_rf,"check my fuckingbill, please"
mdl_micse,ds_tfidf,cl_rf,how to obtain a erimbursement
mdl_micse,ds_tfidf,cl_rf,how do I make a purchase?
mdl_micse,ds_tfidf,cl_rf,"please, could you show me my bills?"
mdl_micse,ds_tfidf,cl_rf,ask an agnet how i could update my profile
mdl_micse,ds_tfidf,cl_rf,could you ask an agent to show me information about my invoices?
mdl_micse,ds_tfidf,cl_rf,ak an agent how to close my profile
mdl_micse,ds_tfidf,cl_rf,can you provide information about my invoice?
mdl_micse,ds_tfidf,cl_rf,I want to know if I can pay with Amex
mdl_micse,ds_tfidf,cl_rf,can u ask an agent if i can see an bill?
mdl_micse,ds_tfidf,cl_rf,I need information about chanmgung my purchase
mdl_micse,ds_tfidf,cl_rf,"can u ask an agent if i could check ym inovices, please?"
mdl_micse,ds_tfidf,cl_rf,I want to use my other online account
mdl_micse,ds_tfidf,cl_rf,"can u ask an agent how I could see a bill, please?"
mdl_micse,ds_tfidf,cl_rf,how doo I see an invoice ?
mdl_micse,ds_tfidf,cl_rf,id like to make a purchase
mdl_micse,ds_tfidf,cl_rf,I fonud an issue signing up
mdl_micse,ds_tfidf,cl_rf,"I would like to use my other fucking online account, can you switch them, lpease?"
mdl_micse,ds_tfidf,cl_rf,how do Iswitchj to another account?
mdl_micse,ds_tfidf,cl_rf,"I'd like to view your reufnd policy, what should I do, pleae?"
mdl_micse,ds_tfidf,cl_rf,can you provide information about my bills?
mdl_micse,ds_tfidf,cl_rf,can you give me information about my invoice?
mdl_micse,ds_tfidf,cl_rf,"I want to check the delievry options, what should I do?"
mdl_micse,ds_tfidf,cl_rf,tell me where I can see abill
mdl_micse,ds_tfidf,cl_rf,can i file a ocmplaint for a service?
mdl_micse,ds_tfidf,cl_rf,tell me what your payment metjods are
mdl_micse,ds_tfidf,cl_rf,can you give me information about my bill?
mdl_micse,ds_tfidf,cl_rf,"I want to check camcellation fees, what should I do?"
mdl_micse,ds_tfidf,cl_rf,how toclose myprofile
mdl_micse,ds_tfidf,cl_rf,can you ask an agent how to close my fucking account?
mdl_micse,ds_tfidf,cl_rf,"I want to file a fucking coment for a service, could you help me?"
mdl_micse,ds_tfidf,cl_rf,"could u check my ibll, please?"
mdl_micse,ds_tfidf,cl_rf,sak an agentz how i can make a purchase
mdl_micse,ds_tfidf,cl_rf,can you show me information about my bill?
mdl_micse,ds_tfidf,cl_rf,I'm trying to regiter but I can't
mdl_micse,ds_tfidf,cl_rf,"i want to check my deliveires, tell me how to do it"
mdl_micse,ds_tfidf,cl_rf,"i wanna check your payment methods, can u help me?"
mdl_micse,ds_tfidf,cl_rf,Ifound an issue creating an account
mdl_micse,ds_tfidf,cl_rf,"I would like to make a fucking order, can you help me?"
mdl_micse,ds_tfidf,cl_rf,sak an agent how i can update my profile
mdl_micse,ds_tfidf,cl_rf,has my refund been processed?
mdl_micse,ds_tfidf,cl_rf,I need help making an ofder
mdl_micse,ds_tfidf,cl_rf,"could u ask an agent if I could see a fucking inovice, please?"
mdl_micse,ds_tfidf,cl_rf,ask an agent if I could see the fuckig cancdllation fee
mdl_micse,ds_tfidf,cl_rf,ocntact a persn
mdl_micse,ds_tfidf,cl_rf,can you tell me about my bills?
mdl_micse,ds_tfidf,cl_rf,"could u ask an agent if i could update my profile, pleaes?"
mdl_micse,ds_tfidf,cl_rf,"I want to edit my profile, how can I do iy ?"
mdl_micse,ds_tfidf,cl_rf,I want to moeify my order before you send it
mdl_micse,ds_tfidf,cl_rf,"I don't want my cacount, how do  I close it?"
mdl_micse,ds_tfidf,cl_rf,"i want to cancel a purchase, can u help me?"
mdl_micse,ds_tfidf,cl_rf,"please, could u ask an agent how I can see a bill?"
mdl_micse,ds_tfidf,cl_rf,I can't create a profile
mdl_micse,ds_tfidf,cl_rf,can u ask an agent how to set up my shiping address?
mdl_micse,ds_tfidf,cl_rf,could you ask an agent how to see my fucking invoices?
mdl_micse,ds_tfidf,cl_rf,where do I see an invoice?
mdl_micse,ds_tfidf,cl_rf,can u show me information about your paymnet options?
mdl_micse,ds_tfidf,cl_rf,"the event was ostponed, how can I request a refvund?"
mdl_micse,ds_tfidf,cl_rf,could you ask an agent to show me information about my bills ?
mdl_micse,ds_tfidf,cl_rf,I have an issue creating an account
mdl_micse,ds_tfidf,cl_rf,"ask an agent if i could cancel a purchase, please"
mdl_micse,ds_tfidf,cl_rf,"could u ask an agent to provide information about my fucking bills, please?"
mdl_micse,ds_tfidf,cl_rf,can u ask an agent to make a purchase?
mdl_micse,ds_tfidf,cl_rf,can you give me information about my bills?
mdl_micse,ds_tfidf,cl_rf,csn I tack my orders?
mdl_micse,ds_tfidf,cl_rf,ask an agent if i can make a purchase
mdl_micse,ds_count,cl_rf,can u ask an agent how i cxan check the delivery options ?
mdl_micse,ds_count,cl_rf,"lease, ask an agent how ican check my invoices"
mdl_micse,ds_count,cl_rf,"i want to view the statu of my refund, what can i do?"
mdl_micse,ds_count,cl_rf,"could you ask an agent if I could check my invoice, please?"
mdl_micse,ds_count,cl_rf,"I want to track my reimbursemennt, what can I do, please?"
mdl_micse,ds_count,cl_rf,ask an agent if i casn check their payment options
mdl_micse,ds_count,cl_rf,"I want to make a pucrhase, what can I do?"
mdl_micse,ds_count,cl_rf,"I want tp make a purchase, can you help me?"
mdl_micse,ds_count,cl_rf,can you hsow me the cancellation efes?
mdl_micse,ds_count,cl_rf,"could u ask an agent to give me information about the fucking delivery options, please?"
mdl_micse,ds_count,cl_rf,can u ask an agent where i could make a fucking order?
mdl_micse,ds_count,cl_rf,tell me if  I can ppay with Amex
mdl_micse,ds_count,cl_rf,"i wanna lodge an poinion, what can i do?"
mdl_micse,ds_count,cl_rf,"I forgot my passworfd, what can I do to retrieve it?"
mdl_micse,ds_count,cl_rf,"I want to trfack my order, can you tell me how to do it?"
mdl_micse,ds_count,cl_rf,Iwould like to request a reund
mdl_micse,ds_count,cl_rf,"i wanna check your payment methods, what should i do?"
mdl_micse,ds_count,cl_rf,"could u ask an agent how to view the cacnellation penalties, please?"
mdl_micse,ds_count,cl_rf,"I want to check the delievry options, what should I do?"
mdl_micse,ds_count,cl_rf,i wanna see the fucking delivery period
mdl_micse,ds_count,cl_rf,can u ask an agent whats their reimbursement oplicy?
mdl_micse,ds_count,cl_rf,"I need a erfund, whhat do I have to do?"
mdl_micse,ds_count,cl_rf,how to see ky invoice
mdl_micse,ds_count,cl_rf,where can I see the deluvery options?
mdl_micse,ds_count,cl_rf,"I want to check camcellation fees, what should I do?"
mdl_micse,ds_count,cl_rf,I found iwsues while creating an account
mdl_micse,ds_count,cl_rf,ask an agent if i can make a payment with Amex
mdl_micse,ds_count,cl_rf,can you show me information about the delvery options?
mdl_micse,ds_count,cl_rf,can you tell me if there issomeone available?
mdl_micse,ds_count,cl_rf,I can't register
mdl_micse,ds_count,cl_rf,I want to know where I can receive the newsletyter
mdl_micse,ds_count,cl_rf,show me yoru moneh back policy
mdl_micse,ds_count,cl_rf,"i cant pay, can u help me?"
mdl_micse,ds_count,cl_rf,"i wanna place an order, what can i do?"
mdl_micse,ds_count,cl_rf,how long does it take to get a refund?
mdl_micse,ds_count,cl_rf,I need help checking your apyment options
mdl_micse,ds_count,cl_rf,ask an agent to leave a conment
mdl_micse,ds_count,cl_rf,I'm having reigstration issues
mdl_micse,ds_count,cl_rf,could u ask an agent for information about the fucking delivery period?
mdl_micse,ds_count,cl_rf,"could you show me information about my fucking bill, please?"
mdl_micse,ds_count,cl_rf,I found issus registering
mdl_micse,ds_count,cl_rf,I want to use my other user account
mdl_micse,ds_count,cl_rf,"I need an acxcount, what can I do?"
mdl_micse,ds_count,cl_rf,could you ask an agent to show me information about my invoices?
mdl_micse,ds_count,cl_rf,could u ask an agent how i could see my bill?
mdl_micse,ds_count,cl_rf,"I need help checking your fucking payment methods, please"
mdl_micse,ds_count,cl_rf,can you tell me about my bill?
mdl_micse,ds_count,cl_rf,"I lost my account passwlrd, I need help  retrieving it"
mdl_micse,ds_count,cl_rf,how do I cancle a purchase?
mdl_micse,ds_count,cl_rf,help me make changes to my shipping adress
mdl_micse,ds_count,cl_rf,where do I see the caqncellation fees?
mdl_micse,ds_count,cl_rf,"could you ask an agent about my fucking bill, please?"
mdl_micse,ds_count,cl_rf,I want toocontact someone
mdl_micse,ds_count,cl_rf,has my refund been processed?
mdl_micse,ds_count,cl_rf,"can u ask an agent if i could check ym inovices, please?"
mdl_micse,ds_count,cl_rf,information about my bill
mdl_micse,ds_count,cl_rf,information about the oprions for delivery
mdl_micse,ds_count,cl_rf,"my account was haked, what do I have to do to recover it?"
mdl_micse,ds_count,cl_rf,can you show me the delivery period?
mdl_micse,ds_count,cl_rf,where do I deelte my online account?
mdl_micse,ds_count,cl_rf,how do I make a complaimt?
mdl_micse,ds_count,cl_rf,can u ask an agent to check the status of ny reimbursement?
mdl_micse,ds_count,cl_rf,do I get an ufll refund if I cancel my ticket?
mdl_micse,ds_count,cl_rf,"can you ask an agent hwere I can check my fucking bills, please?"
mdl_micse,ds_count,cl_rf,how to view the options for delivry
mdl_micse,ds_count,cl_rf,I want to make changes to my shipping adress
mdl_micse,ds_count,cl_rf,I' trying to open an account but I can't
mdl_micse,ds_count,cl_rf,tell me if there is any huma available
mdl_micse,ds_count,cl_rf,"could u ask an agent to provide information about my fucking bills, please?"
mdl_micse,ds_count,cl_rf,I want to use my other profile
mdl_micse,ds_count,cl_rf,an u ask an agent if I can get a bil?
mdl_micse,ds_rand,cl_rf,"i want to check my invopice, what can i do?"
mdl_micse,ds_rand,cl_rf,how to see your erimbursement policy
mdl_micse,ds_rand,cl_rf,how to make a purchase
mdl_micse,ds_rand,cl_rf,can you tell me about my invoice?
mdl_micse,ds_rand,cl_rf,I need help tracking ym redfund
mdl_micse,ds_rand,cl_rf,can u ask an agent how to set up my shiping address?
mdl_micse,ds_rand,cl_rf,"i want to track my fucking reimbursement, can u help me, please?"
mdl_micse,ds_rand,cl_rf,"I'm not happy with the service, what can I do to submit a cvomplaint?"
mdl_micse,ds_rand,cl_rf,I wat to register
mdl_micse,ds_rand,cl_rf,"id like to get a rebund, could u help me?"
mdl_micse,ds_rand,cl_rf,"I have no shipping address, whjat do I haave to do to set it up?"
mdl_micse,ds_rand,cl_rf,"I want to  check your money back pplicy, what do I have to do?"
mdl_micse,ds_rand,cl_rf,"I lots my invoice, how can Iview it?"
mdl_micse,ds_rand,cl_rf,I want informatrion avout my bills
mdl_micse,ds_rand,cl_rf,"could u ask an agent to provide information about my fucking bills, please?"
mdl_micse,ds_rand,cl_rf,I can't create a profile
mdl_micse,ds_rand,cl_rf,i want to know how to nodify my order
mdl_micse,ds_rand,cl_rf,"can u ask an agent to make changes to my profile, please?"
mdl_micse,ds_rand,cl_rf,ask an agent hos i can edit my profile
mdl_micse,ds_rand,cl_rf,I need help requesting an bil
mdl_micse,ds_rand,cl_rf,"I want to check camcellation fees, what should I do?"
mdl_micse,ds_rand,cl_rf,where to check yourpayment options
mdl_micse,ds_rand,cl_rf,I foundproblems when triyng to register
mdl_micse,ds_rand,cl_rf,could you ask an agent where I can place an order?
mdl_micse,ds_rand,cl_rf,chdck my invoices
mdl_micse,ds_rand,cl_rf,ask an agent if I could see the fuckig cancdllation fee
mdl_micse,ds_rand,cl_rf,"my shipping address has changed, hat can Ido?"
mdl_micse,ds_rand,cl_rf,I need inforation about my bill
mdl_micse,ds_rand,cl_rf,can you ask an agent to provide information about my fucking bills?
mdl_micse,ds_rand,cl_rf,I want to know if I can subscribe to the newwsletter
mdl_micse,ds_rand,cl_rf,"could u ask an agent to give me information about the fucking delivery options, please?"
mdl_micse,ds_rand,cl_rf,i want to remoe my account
mdl_micse,ds_rand,cl_rf,can you tell me ohw long do refunds take ?
mdl_micse,ds_rand,cl_rf,"I lost my account apssword, retrieve it"
mdl_micse,ds_rand,cl_rf,"can u find information about the xancrllation fee, please?"
mdl_micse,ds_rand,cl_rf,I need help making a purchase
mdl_micse,ds_rand,cl_rf,I want informatiopn about getting some bils
mdl_micse,ds_rand,cl_rf,ask an agent how to check the status of my reimbrsement
mdl_micse,ds_rand,cl_rf,ask an agent for information about my bills
mdl_micse,ds_rand,cl_rf,how could I update my fucking profile?
mdl_micse,ds_rand,cl_rf,I'm having issues creating a acount
mdl_micse,ds_rand,cl_rf,I want to know where I can receive the newsletyter
mdl_micse,ds_rand,cl_rf,how can I see an invoice?
mdl_micse,ds_rand,cl_rf,can you show me the delivery period?
mdl_micse,ds_rand,cl_rf,show me your remibursement policy
mdl_micse,ds_rand,cl_rf,"I would like to make a fucking order, can you help me?"
mdl_micse,ds_rand,cl_rf,"i want information, what can i do to call cuwtomer support?"
mdl_micse,ds_rand,cl_rf,assk an agent about their payment optiond
mdl_micse,ds_rand,cl_rf,can you show me the statu of my reimbursement?
mdl_micse,ds_rand,cl_rf,"please , ask an agent where ican see my invoice"
mdl_micse,ds_rand,cl_rf,"I want to cancel a purchase, can you help me?"
mdl_micse,ds_rand,cl_rf,I found issus registering
mdl_micse,ds_rand,cl_rf,how do I plcae an order ?
mdl_micse,ds_rand,cl_rf,can u ask an agent to make a purchase?
mdl_micse,ds_rand,cl_rf,wat's the status of my reimbursement?
mdl_micse,ds_rand,cl_rf,how to obtain a erimbursement
mdl_micse,ds_rand,cl_rf,I can't sign up
mdl_micse,ds_rand,cl_rf,information about my bill
mdl_micse,ds_rand,cl_rf,ask an agent about my invoice
mdl_micse,ds_rand,cl_rf,tell me if I could make a payment withVisa
mdl_micse,ds_rand,cl_rf,"I want to view cancerllation fees, what should I do?"
mdl_micse,ds_rand,cl_rf,"ask an agent if i could cancel a purchase, please"
mdl_micse,ds_rand,cl_rf,"can you ask an agent to check their fucking payment options, please?"
mdl_micse,ds_rand,cl_rf,I need help making an ofder
mdl_micse,ds_rand,cl_rf,"help me set up my shipping address, please"
mdl_micse,ds_rand,cl_rf,I want to tack my orders
mdl_micse,ds_rand,cl_rf,I want to make a purchase
mdl_micse,ds_rand,cl_rf,I need information about chanmgung my purchase
mdl_micse,ds_rand,cl_rf,help me donwload a bil
mdl_micse,ds_rand,cl_rf,"I need information, how do I contact Custgomer Servic?"
mdl_micse,ds_rand,cl_rf,how do Iswitchj to another account?
mdl_micse,ds_zeros,cl_rf,wher to register
mdl_micse,ds_zeros,cl_rf,"id like to get a rebund, could u help me?"
mdl_micse,ds_zeros,cl_rf,how do Iswitchj to another account?
mdl_micse,ds_zeros,cl_rf,I need information about chanmgung my purchase
mdl_micse,ds_zeros,cl_rf,"I need help checking your fucking payment methods, please"
mdl_micse,ds_zeros,cl_rf,"please, contact someone"
mdl_micse,ds_zeros,cl_rf,can you tell me if there issomeone available?
mdl_micse,ds_zeros,cl_rf,"i wanna place an order, what can i do?"
